Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
100	IM_Vir B	0.664	0.005	0.005	0.681	0.013	0.013	4250	130	130	0.136	0.02	0.02	-0.1	0.25	0.25	4.594	0.017	0.017	NA	NA	NA	5.0082412	PMS	K	NA	eker14	0.753012048192771	1.90895741556535	3.05882352941176	14.7058823529412	EB
101	IQ_Per B	1.733	0.02	0.02	1.509	0.02	0.02	7670	100	100	7.079	0.437	0.437	NA	NA	NA	4.324	0.013	0.013	NA	NA	NA	2.7664312	MS	A	NA	eker14	1.15406809001731	1.32538104705103	1.30378096479791	6.17318830343269	EB
102	IT_Cas A	1.33	0.009	0.009	1.603	0.015	0.015	6470	110	110	4.046	0.309	0.309	NA	NA	NA	4.158	0.009	0.009	NA	NA	NA	3.5530312	MS	F	NA	eker14	0.676691729323308	0.935745477230193	1.70015455950541	7.63717251606525	EB
103	IT_Cas B	1.328	0.008	0.008	1.569	0.04	0.04	6470	110	110	3.873	0.364	0.364	NA	NA	NA	4.175	0.02	0.02	NA	NA	NA	3.5530312	MS	F	NA	eker14	0.602409638554217	2.54939451880179	1.70015455950541	9.39839917376711	EB
104	Kepler-34A	1.0479	0.0033	0.003	1.1618	0.0027	0.0031	5913	130	130	1.49	0.13	0.13	-0.07	0.15	0.15	4.3284	0.0021	0.0021	NA	NA	NA	3.9181447	MS	G	p	welsh12	0.30060120240481	0.249612669994836	2.19854557754101	8.7248322147651	EB
105	Kepler-34B	1.0208	0.0022	0.0022	1.0927	0.0032	0.0027	5867	130	130	1.28	0.11	0.11	-0.07	0.15	0.15	4.3703	0.0022	0.0022	NA	NA	NA	3.9482977	MS	G	p	welsh12	0.21551724137931	0.269973460236112	2.2157831941367	8.59375	EB
106	Kepler-35A	0.8876	0.0051	0.0053	1.0284	0.002	0.0019	5606	150	150	0.94	0.1	0.1	-0.34	0.2	0.2	4.3623	0.002	0.002	NA	NA	NA	4.1193832	MS	G	p	welsh12	0.585849481748535	0.189614935822637	2.67570460221192	10.6382978723404	EB
107	Kepler-35B	0.8094	0.0041	0.0044	0.7861	0.002	0.0022	5202	100	100	0.41	0.03	0.03	-0.34	0.2	0.2	4.5556	0.0016	0.0016	NA	NA	NA	4.3842052	MS	G	p	welsh12	0.525080306399802	0.267141585040071	1.92233756247597	7.31707317073171	EB
108	KIC_6131659 A	0.922	0.007	0.007	0.88	0.003	0.003	5660	140	140	0.713	0.078	0.078	-0.21	0.1	0.1	4.50576557675329	0.00443169729887043	0.00443169729887043	NA	NA	NA	4.0839862	MS	G	NA	eker14	0.759219088937093	0.340909090909091	2.47349823321555	10.9396914446003	EB
109	KIC_6131659 B	0.685	0.005	0.005	0.64	0.006	0.006	4780	105	105	0.192	0.019	0.019	-0.21	0.1	0.1	4.65333062352465	0.00873830115883065	0.00873830115883065	NA	NA	NA	4.6608262	MS	K	NA	eker14	0.72992700729927	0.9375	2.19665271966527	9.89583333333333	EB
110	KW_Hya A	1.978	0.036	0.036	2.125	0.016	0.016	7998	205	205	16.596	1.601	1.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5514272	MS	A	NA	malkov07	1.82002022244692	0.752941176470588	2.5631407851963	9.646902868161	EB
111	KW_Hya B	1.485	0.017	0.017	1.486	0.022	0.022	6900	200	200	4.498	0.607	0.607	NA	NA	NA	4.268	0.01	0.01	NA	NA	NA	3.2711662	MS	F	NA	eker14	1.14478114478114	1.48048452220727	2.89855072463768	13.4948866162739	EB
112	LL_Aqr A	1.223	0.058	0.058	1.325	0.02	0.02	6680	160	160	3.141	0.351	0.351	0.02	0.04	0.04	4.281	0.009	0.009	NA	NA	NA	3.4153762	MS	F	NA	eker14	4.74243663123467	1.50943396226415	2.39520958083832	11.1747851002865	EB
113	LL_Aqr B	1.055	0.051	0.051	1.005	0.016	0.016	6200	160	160	1.34	0.163	0.163	0.02	0.04	0.04	4.457	0.01	0.01	NA	NA	NA	3.7300162	MS	F	NA	eker14	4.83412322274881	1.59203980099503	2.58064516129032	12.1641791044776	EB
114	LV_Her A	1.192	0.01	0.01	1.358	0.012	0.012	6060	150	150	2.234	0.25	0.25	0.08	0.21	0.21	4.249	0.008	0.008	NA	NA	NA	3.8217862	MS	F	NA	eker14	0.838926174496644	0.883652430044183	2.47524752475248	11.1906893464637	EB
115	LV_Her B	1.169	0.008	0.008	1.313	0.011	0.011	6030	150	150	2.046	0.229	0.229	0.08	0.21	0.21	4.27	0.008	0.008	NA	NA	NA	3.8414512	MS	F	NA	eker14	0.684345594525235	0.837776085300838	2.48756218905473	11.1925708699902	EB
116	MP_Del A	1.559	0.085	0.085	2.429	0.046	0.046	7400	120	120	15.885	1.294	1.294	NA	NA	NA	3.86	0.011	0.011	NA	NA	NA	2.9434162	MS	F	NA	eker14	5.45221295702373	1.89378344997942	1.62162162162162	8.146049732452	EB
117	MP_Del B	1.248	0.074	0.074	1.576	0.03	0.03	6927	120	120	5.129	0.443	0.443	NA	NA	NA	4.14	0.013	0.013	NA	NA	NA	3.2534677	MS	F	NA	eker14	5.92948717948718	1.90355329949239	1.73235166738848	8.6371612400078	EB
118	MW_UMa A	1.257	0.095	0.095	1.258	0.01	0.01	6514	130	130	2.559	0.228	0.228	NA	NA	NA	4.36	0.004	0.004	NA	NA	NA	3.5241892	MS	F	NA	eker14	7.55767700875099	0.794912559618442	1.99570156585815	8.90973036342321	EB
119	MW_UMa B	1.124	0.091	0.091	1.138	0.01	0.01	6112	22	22	1.622	0.038	0.038	NA	NA	NA	4.37	0.004	0.004	NA	NA	NA	3.7877002	MS	F	NA	eker14	8.09608540925267	0.878734622144113	0.359947643979058	2.34278668310727	EB
120	MY_Cyg A	1.811	0.025	0.025	2.193	0.05	0.05	6998	163	163	10.233	0.987	0.987	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2069272	MS	F	NA	malkov07	1.38045278851463	2.27998176014592	2.32923692483567	9.64526531808854	EB
121	MY_Cyg B	1.786	0.03	0.03	2.193	0.05	0.05	7047	164	164	10.715	1.034	1.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1748077	MS	F	NA	malkov07	1.67973124300112	2.27998176014592	2.32723144600539	9.65002333177788	EB
122	OO_Peg A	1.759	0.031	0.031	2.204	0.081	0.081	8770	150	150	25.823	2.885	2.885	NA	NA	NA	3.99	0.04	0.04	NA	NA	NA	2.0453812	MS	A	NA	eker14	1.76236498010233	3.67513611615245	1.71037628278221	11.1722108198118	EB
123	OO_Peg B	1.7	0.03	0.03	1.379	0.05	0.05	8683	180	180	9.705	1.209	1.209	NA	NA	NA	4.39	0.04	0.04	NA	NA	NA	2.1024097	MS	A	NA	eker14	1.76470588235294	3.62581580855693	2.0730162386272	12.4574961360124	EB
124	PT_Vel A	2.199	0.016	0.016	2.095	0.02	0.02	9247	150	150	28.84	2.063	2.063	NA	NA	NA	4.138	0.008	0.008	NA	NA	NA	1.7327077	MS	A	NA	eker14	0.727603456116417	0.954653937947494	1.62214772358603	7.15325936199723	EB
125	PT_Vel B	1.626	0.009	0.009	1.56	0.02	0.02	7638	180	180	7.43	0.811	0.811	NA	NA	NA	4.263	0.011	0.011	NA	NA	NA	2.7874072	MS	A	NA	eker14	0.55350553505535	1.28205128205128	2.356637863315	10.9152086137281	EB
126	PV_Cas A	2.827	0.05	0.05	2.243	0.035	0.035	10000	233	233	44.668	4.31	4.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2391162	MS	B	NA	malkov07	1.76865935620799	1.56041016495765	2.33	9.64896570251634	EB
127	PV_Cas B	2.768	0.054	0.054	2.287	0.035	0.035	10000	233	233	46.774	4.513	4.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2391162	MS	B	NA	malkov07	1.95086705202312	1.53038915609969	2.33	9.64852268354214	EB
128	PV_Pup A	1.539	0.012	0.012	1.536	0.016	0.016	6920	300	300	4.853	1.022	1.022	NA	NA	NA	4.256	0.01	0.01	NA	NA	NA	3.2580562	MS	F	NA	eker14	0.779727095516569	1.04166666666667	4.33526011560694	21.0591386771069	EB
129	PV_Pup B	1.527	0.014	0.014	1.493	0.016	0.016	6930	300	300	4.613	0.972	0.972	NA	NA	NA	4.278	0.01	0.01	NA	NA	NA	3.2515012	MS	F	NA	eker14	0.91683038637852	1.07166778298727	4.32900432900433	21.0708866247561	EB
130	RR_Lyn A	1.935	0.008	0.008	2.579	0.02	0.02	7570	100	100	19.588	1.161	1.161	NA	NA	NA	3.9	0.005	0.005	NA	NA	NA	2.8319812	MS	A	NA	eker14	0.41343669250646	0.775494377665762	1.32100396301189	5.92709822340208	EB
131	RR_Lyn B	1.52	0.004	0.004	1.596	0.03	0.03	6980	100	100	5.433	0.402	0.402	NA	NA	NA	4.214	0.018	0.018	NA	NA	NA	3.2187262	MS	F	NA	eker14	0.263157894736842	1.8796992481203	1.43266475644699	7.39922694643843	EB
132	RS_Cha A	1.893	0.01	0.01	2.168	0.061	0.061	7638	76	76	14.355	1.062	1.062	0.17	0.07	0.07	4.05	0.06	0.06	NA	NA	NA	2.7874072	MS	A	NA	eker14	0.528262017960909	2.81365313653136	0.995024875621891	7.39811912225705	EB
133	RS_Cha B	1.871	0.01	0.01	2.379	0.06	0.06	7228	72	72	13.868	0.958	0.958	0.17	0.07	0.07	3.936	0.06	0.06	NA	NA	NA	3.0561622	MS	F	NA	eker14	0.534473543559594	2.52206809583859	0.996126175982291	6.90798961638304	EB
134	RT_And A	1.24	0.03	0.03	1.256	0.015	0.015	6100	150	150	1.959	0.209	0.209	NA	NA	NA	4.334	0.01	0.01	NA	NA	NA	3.7955662	MS	F	NA	torres10	2.41935483870968	1.19426751592357	2.45901639344262	10.6687085247575	EB
135	RT_And B	0.907	0.017	0.017	0.906	0.011	0.011	4880	100	100	0.418	0.037	0.037	NA	NA	NA	4.481	0.01	0.01	NA	NA	NA	4.5952762	PMS	K	NA	torres10	1.87431091510474	1.21412803532009	2.04918032786885	8.85167464114833	EB
136	RT_CrB A	1.356	0.01	0.01	2.946	0.051	0.074	5134	100	100	5.4322988332612	0.463150568471118	0.50359756863661	NA	NA	NA	3.632	0.015	0.015	NA	NA	NA	4.4287792	PMS	K	NA	eker14	0.737463126843658	2.12152070604209	1.94779898714453	8.89814944631236	EB
137	RT_CrB B	1.343	0.009	0.009	2.615	0.044	0.064	5781	100	100	6.88097490894914	0.529433476569702	0.583200735277918	NA	NA	NA	3.731	0.014	0.014	NA	NA	NA	4.0046707	PMS	G	NA	eker14	0.670141474311243	2.06500956022945	1.72980453208787	8.08485880685722	EB
138	RW_Lac A	0.928	0.006	0.006	1.193	0.004	0.004	5760	100	100	1.406	0.104	0.104	NA	NA	NA	4.257	0.003	0.003	NA	NA	NA	4.0184362	MS	G	NA	eker14	0.646551724137931	0.335289186923722	1.73611111111111	7.39687055476529	EB
139	RW_Lac B	0.87	0.004	0.004	0.97	0.004	0.004	5560	150	150	0.807	0.098	0.098	NA	NA	NA	4.409	0.004	0.004	NA	NA	NA	4.1495362	MS	G	NA	eker14	0.459770114942529	0.412371134020619	2.69784172661871	12.1437422552664	EB
140	RX_Her A	2.75	0.06	0.06	2.44	0.1	0.1	10351	740	740	61.66	19.624	19.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0090357	MS	B	NA	malkov07	2.18181818181818	4.09836065573771	7.14906772292532	31.8261433668505	EB
141	RX_Her B	2.33	0.05	0.05	1.96	0.1	0.1	9660	455	455	30.2	6.954	6.954	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4619862	MS	A	NA	malkov07	2.14592274678112	5.10204081632653	4.71014492753623	23.0264900662252	EB
142	RZ_Cha A	1.493	0.022	0.022	2.256	0.016	0.016	6450	150	150	7.907	0.783	0.783	NA	NA	NA	3.905	0.006	0.006	NA	NA	NA	3.5661412	MS	F	NA	torres10	1.4735432016075	0.709219858156028	2.32558139534884	9.90261793347667	EB
143	RZ_Cha B	1.493	0.022	0.022	2.256	0.016	0.016	6450	150	150	7.907	0.783	0.783	NA	NA	NA	3.905	0.006	0.006	NA	NA	NA	3.5661412	MS	F	NA	torres10	1.4735432016075	0.709219858156028	2.32558139534884	9.90261793347667	EB
144	SS_Lac A	2.85	0.19	0.19	3.33	0.06	0.06	9506	154	154	80.91	6.187	6.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5629332	MS	A	NA	malkov07	6.66666666666667	1.8018018018018	1.620029455081	7.64676801384254	EB
145	SS_Lac B	2.77	0.18	0.18	3.17	0.06	0.06	9506	154	154	73.282	5.604	5.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5629332	MS	A	NA	malkov07	6.49819494584837	1.89274447949527	1.620029455081	7.64717120165934	EB
146	SV_Cam A	1.575	0.064	0.064	1.47	0.053	0.053	6038	58	58	2.576	0.229	0.229	NA	NA	NA	4.29264588862927	0.0359465783805412	0.0359465783805412	NA	NA	NA	3.8362072	MS	F	NA	eker14	4.06349206349206	3.60544217687075	0.960582974494866	8.88975155279503	EB
147	SV_Cam B	0.934	0.064	0.064	1.001	0.064	0.064	4804	143	143	0.479	0.101	0.101	NA	NA	NA	4.39947872127146	0.0630050568229915	0.0630050568229915	NA	NA	NA	4.6450942	PMS	K	NA	eker14	6.85224839400428	6.39360639360639	2.9766860949209	21.0855949895616	EB
148	SW_CMa A	2.24	0.014	0.014	3.015	0.02	0.02	8200	150	150	36.898	3.005	3.005	0.49	0.15	0.15	3.83	0.007	0.007	NA	NA	NA	2.4190162	MS	A	NA	eker14	0.625	0.66334991708126	1.82926829268293	8.14407284947693	EB
149	SW_CMa B	2.105	0.018	0.018	2.496	0.042	0.042	8100	150	150	24.099	2.143	2.143	0.61	0.15	0.15	3.967	0.015	0.015	NA	NA	NA	2.4845662	MS	A	NA	eker14	0.855106888361045	1.68269230769231	1.85185185185185	8.89248516535956	EB
150	SZ_Cen A	2.311	0.026	0.026	4.556	0.032	0.032	8100	300	300	80.168	12.943	12.943	NA	NA	NA	3.485	0.006	0.006	NA	NA	NA	2.4845662	MS	A	NA	torres10	1.1250540891389	0.702370500438982	3.7037037037037	16.1448458237701	EB
151	SZ_Cen B	2.272	0.021	0.021	3.626	0.026	0.026	8380	300	300	58.21	8.933	8.933	NA	NA	NA	3.676	0.006	0.006	NA	NA	NA	2.3010262	MS	A	NA	torres10	0.924295774647887	0.717043574186431	3.5799522673031	15.3461604535303	EB
152	TU_Cam B	1.5	0.1	0.1	1.52	0.04	0.04	7228	237	237	5.623	0.686	0.686	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0561622	MS	F	NA	malkov07	6.66666666666667	2.63157894736842	3.27891532927504	12.1998932953939	EB
153	TV_Cet A	1.385	0.052	0.052	1.484	0.02	0.02	6902	150	150	4.487	0.444	0.444	NA	NA	NA	4.231	0.02	0.02	NA	NA	NA	3.2698552	MS	F	NA	eker14	3.75451263537906	1.34770889487871	2.17328310634599	9.89525295297526	EB
154	TV_Cet B	1.27	0.04	0.04	1.26	0.05	0.05	6353	103	103	2.317	0.224	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6297247	MS	F	NA	malkov07	3.1496062992126	3.96825396825397	1.62128128443255	9.66767371601208	EB
155	TV_Nor A	2.048	0.022	0.022	1.851	0.012	0.012	9120	148	148	21.281	1.522	1.522	NA	NA	NA	4.221	0.01	0.01	NA	NA	NA	1.8159562	MS	A	NA	eker14	1.07421875	0.648298217179903	1.62280701754386	7.1519195526526	EB
156	TV_Nor B	1.661	0.018	0.018	1.56	0.014	0.014	7798	108	108	8.072	0.498	0.498	NA	NA	NA	4.278	0.012	0.012	NA	NA	NA	2.6825272	MS	A	NA	eker14	1.08368452739314	0.897435897435897	1.38497050525776	6.16947472745292	EB
157	TX_Her A	1.607	0.04	0.04	1.688	0.03	0.03	7534	200	200	8.241	1.048	1.048	NA	NA	NA	4.19	0.03	0.03	NA	NA	NA	2.8555792	MS	A	NA	eker14	2.48911014312383	1.77725118483412	2.65463233342182	12.7169032884359	EB
158	TX_Her B	1.441	0.03	0.03	1.428	0.03	0.03	6678	211	211	3.639	0.558	0.558	NA	NA	NA	4.29	0.03	0.03	NA	NA	NA	3.4166872	MS	F	NA	eker14	2.08188757807078	2.10084033613445	3.15962863132674	15.3338829348722	EB
159	TYC_2489-1972-1 A	1.53	0.009	0.009	1.576	0.009	0.009	6950	140	140	5.2	0.462	0.462	NA	NA	NA	4.23	0.01	0.01	NA	NA	NA	3.2383912	MS	F	NA	eker14	0.588235294117647	0.571065989847716	2.01438848920863	8.88461538461539	EB
160	TYC_2489-1972-1 B	1.299	0.007	0.007	1.365	0.008	0.008	6440	140	140	2.877	0.278	0.278	NA	NA	NA	4.28	0.01	0.01	NA	NA	NA	3.5726962	MS	F	NA	eker14	0.538876058506544	0.586080586080586	2.17391304347826	9.66284323948558	EB
161	TYC_3121-1659-1 A	1.369	0.23	0.23	1.602	0.09	0.09	6700	150	150	4.645	0.775	0.775	NA	NA	NA	4.17	0.03	0.03	NA	NA	NA	3.4022662	MS	F	NA	eker14	16.8005843681519	5.61797752808989	2.23880597014925	16.6846071044133	EB
162	TYC_3121-1659-1 B	0.324	0.041	0.041	0.861	0.06	0.06	3170	150	150	0.067	0.021	0.021	NA	NA	NA	4.08	0.05	0.05	NA	NA	NA	5.7161812	PMS	M	NA	eker14	12.6543209876543	6.96864111498258	4.73186119873817	31.3432835820896	EB
163	TYC_455-1084-1 A	2.06	0.15	0.15	4.017	0.094	0.094	7920	15	15	57.016	2.825	2.825	NA	NA	NA	3.545	0.014	0.014	NA	NA	NA	2.6025562	MS	A	NA	eker14	7.28155339805825	2.34005476723923	0.189393939393939	4.95474954398765	EB
164	TYC_455-1084-1 B	1.869	0.14	0.14	2.969	0.07	0.07	7608	15	15	26.485	1.312	1.312	NA	NA	NA	3.765	0.015	0.015	NA	NA	NA	2.8070722	MS	A	NA	eker14	7.49063670411985	2.35769619400472	0.197160883280757	4.95374740419105	EB
165	TYC_4589-2999-1 A	1.815	0.101	0.101	2.011	0.04	0.04	5830	40	40	4.198	0.218	0.218	NA	NA	NA	4.08205248817865	0.029707696087641	0.029707696087641	NA	NA	NA	3.9725512	MS	G	NA	eker14	5.56473829201102	1.98906016907011	0.686106346483705	5.19294902334445	EB
166	TYC_4589-2999-1 B	0.838	0.105	0.105	0.846	0.02	0.02	4616	116	116	0.292	0.036	0.036	NA	NA	NA	4.49850329255223	0.0581617361449256	0.0581617361449256	NA	NA	NA	4.7683282	PMS	K	NA	eker14	12.5298329355609	2.36406619385343	2.51299826689775	12.3287671232877	EB
167	TYC_4749-560-1 A	0.834	0.006	0.006	0.848	0.005	0.005	5340	200	200	0.525	0.093	0.093	NA	NA	NA	4.503	0.005	0.005	NA	NA	NA	4.2937462	MS	G	NA	eker14	0.719424460431655	0.589622641509434	3.74531835205993	17.7142857142857	EB
168	TYC_4749-560-1 B	0.828	0.006	0.006	0.833	0.005	0.005	5125	200	200	0.43	0.08	0.08	NA	NA	NA	4.515	0.005	0.005	NA	NA	NA	4.4346787	MS	K	NA	eker14	0.72463768115942	0.600240096038415	3.90243902439024	18.6046511627907	EB
169	TYC_5082-1517-1 A	1.724	0.04	0.04	1.78	0.2	0.2	7250	30	30	7.852	2.287	2.287	NA	NA	NA	4.18	0.12	0.12	NA	NA	NA	3.0417412	MS	F	NA	eker14	2.32018561484919	11.2359550561798	0.413793103448276	29.12633723892	EB
170	TYC_5082-1517-1 B	1.339	0.03	0.03	1.32	0.07	0.07	6425	30	30	2.667	0.319	0.319	NA	NA	NA	4.33	0.07	0.07	NA	NA	NA	3.5825287	MS	F	NA	eker14	2.24047796863331	5.3030303030303	0.466926070038911	11.9610048743907	EB
171	TZ_For A	1.945	0.03	0.03	3.974	0.09	0.09	6350	100	100	23.067	1.936	1.936	-0.05	0.05	0.05	3.532	0.02	0.02	NA	NA	NA	3.6316912	PMS	F	NA	eker14	1.54241645244216	2.26472068444892	1.5748031496063	8.3929422985217	EB
172	TZ_For B	2.045	0.06	0.06	8.349	0.12	0.12	5000	100	100	39.084	3.672	3.672	0.02	0.1	0.1	2.91	0.017	0.017	NA	NA	NA	4.5166162	PMS	K	NA	eker14	2.93398533007335	1.43729787998563	2	9.39514891003991	EB
173	TZ_Men A	2.482	0.025	0.025	2.017	0.02	0.02	10400	500	500	42.756	9.124	9.124	NA	NA	NA	4.224	0.009	0.009	NA	NA	NA	0.9769162	MS	B	NA	torres10	1.00725221595488	0.991571641051066	4.80769230769231	21.3396950135654	EB
174	TZ_Men B	1.5	0.01	0.01	1.433	0.014	0.014	7200	300	300	4.955	0.907	0.907	NA	NA	NA	4.302	0.008	0.008	NA	NA	NA	3.0745162	MS	F	NA	torres10	0.666666666666667	0.976971388695045	4.16666666666667	18.3047426841574	EB
175	TZ_Pyx A	2.075	0.04	0.04	2.356	0.033	0.033	7468	203	203	15.488	1.97	1.97	NA	NA	NA	4.00266752881798	0.0147683606150751	0.0147683606150751	NA	NA	NA	2.8988422	MS	F	NA	eker14	1.92771084337349	1.40067911714771	2.71826459560793	12.7195247933884	EB
176	TZ_Pyx B	2.003	0.079	0.079	2.026	0.031	0.031	7521	208	208	11.803	1.532	1.532	NA	NA	NA	4.11840206724505	0.0216802688355969	0.0216802688355969	NA	NA	NA	2.8641007	MS	A	NA	eker14	3.94408387418872	1.53010858835143	2.76558968222311	12.9797509107854	EB
177	UV_Leo A	0.99	0.04	0.04	1.08	0.04	0.04	5861	68	68	1.23	0.119	0.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9522307	MS	G	NA	malkov07	4.04040404040404	3.7037037037037	1.16021156799181	9.67479674796748	EB
178	UV_Leo B	0.92	0.04	0.04	1.08	0.04	0.04	5861	68	68	1.23	0.119	0.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9522307	MS	G	NA	malkov07	4.34782608695652	3.7037037037037	1.16021156799181	9.67479674796748	EB
179	UV_Psc A	0.983	0.009	0.009	1.117	0.02	0.02	5780	100	100	1.25	0.105	0.105	NA	NA	NA	4.335	0.016	0.016	NA	NA	NA	4.0053262	MS	G	NA	eker14	0.915564598168871	1.7905102954342	1.73010380622837	8.4	EB
180	UV_Psc B	0.764	0.004	0.004	0.835	0.018	0.018	4750	80	80	0.318	0.027	0.027	NA	NA	NA	4.478	0.019	0.019	NA	NA	NA	4.6804912	PMS	K	NA	torres10	0.523560209424084	2.15568862275449	1.68421052631579	8.49056603773585	EB
181	UW_Lmi A	1.156	0.022	0.022	1.269	0.052	0.052	6500	250	250	2.582	0.544	0.544	NA	NA	NA	4.28	0.03	0.03	NA	NA	NA	3.5333662	MS	F	NA	eker14	1.90311418685121	4.09771473601261	3.84615384615385	21.0689388071263	EB
182	UW_Lmi B	1.136	0.022	0.022	1.248	0.062	0.062	6500	250	250	2.495	0.56	0.56	NA	NA	NA	4.29	0.04	0.04	NA	NA	NA	3.5333662	MS	F	NA	eker14	1.93661971830986	4.96794871794872	3.84615384615385	22.4448897795591	EB
183	UX_Men A	1.235	0.006	0.006	1.349	0.013	0.013	6200	100	100	2.415	0.173	0.173	0.04	0.1	0.1	4.272	0.003	0.003	NA	NA	NA	3.7300162	MS	F	NA	eker14	0.48582995951417	0.963676797627873	1.61290322580645	7.16356107660456	EB
184	UX_Men B	1.196	0.007	0.007	1.275	0.013	0.013	6150	100	100	2.089	0.155	0.155	0.04	0.1	0.1	4.306	0.01	0.01	NA	NA	NA	3.7627912	MS	F	NA	eker14	0.585284280936455	1.01960784313726	1.6260162601626	7.41981809478219	EB
185	UZ_Dra A	1.345	0.02	0.02	1.311	0.03	0.03	6210	110	110	2.296	0.21	0.21	NA	NA	NA	4.33	0.03	0.03	NA	NA	NA	3.7234612	MS	F	NA	eker14	1.48698884758364	2.2883295194508	1.77133655394525	9.14634146341463	EB
186	UZ_Dra B	1.236	0.02	0.02	1.15	0.02	0.02	5985	110	110	1.524	0.136	0.136	NA	NA	NA	4.4	0.03	0.03	NA	NA	NA	3.8709487	MS	G	NA	eker14	1.61812297734628	1.73913043478261	1.83792815371763	8.9238845144357	EB
187	V1031_Ori A	2.467	0.018	0.018	4.349	0.034	0.034	7850	500	500	64.417	22.08	22.08	NA	NA	NA	3.56	0.007	0.007	NA	NA	NA	2.6484412	MS	A	NA	eker14	0.729631130928253	0.781788916992412	6.36942675159236	34.2766660974587	EB
188	V1031_Ori B	2.281	0.017	0.017	3.006	0.064	0.064	8400	500	500	40.365	12.846	12.846	NA	NA	NA	3.85	0.019	0.019	NA	NA	NA	2.2879162	MS	A	NA	eker14	0.745287154756686	2.1290751829674	5.95238095238095	31.8246005202527	EB
189	V1061_Cyg A	1.281	0.015	0.015	1.616	0.017	0.017	6180	100	100	3.42	0.253	0.253	NA	NA	NA	4.129	0.011	0.011	NA	NA	NA	3.7431262	MS	F	NA	eker14	1.17096018735363	1.0519801980198	1.61812297734628	7.39766081871345	EB
190	V1061_Cyg B	0.931	0.007	0.007	0.974	0.02	0.02	5300	150	150	0.671	0.092	0.092	NA	NA	NA	4.43	0.018	0.018	NA	NA	NA	4.3199662	MS	G	NA	eker14	0.75187969924812	2.05338809034908	2.83018867924528	13.7108792846498	EB
191	V1130_Tau A	1.392	0.008	0.008	1.784	0.011	0.011	6625	70	70	5.508	0.26	0.26	-0.25	0.1	0.1	4.08	0.006	0.006	NA	NA	NA	3.4514287	MS	F	NA	eker14	0.574712643678161	0.616591928251121	1.05660377358491	4.72040668119099	EB
192	V1130_Tau B	1.306	0.008	0.008	1.49	0.01	0.01	6650	70	70	3.899	0.184	0.184	-0.25	0.1	0.1	4.208	0.006	0.006	NA	NA	NA	3.4350412	MS	F	NA	eker14	0.612557427258806	0.671140939597315	1.05263157894737	4.71915875865607	EB
193	V1143_Cyg A	1.388	0.016	0.016	1.347	0.023	0.023	6460	100	100	2.838	0.217	0.217	NA	NA	NA	4.323	0.016	0.016	NA	NA	NA	3.5595862	MS	F	NA	eker14	1.15273775216138	1.70749814402376	1.54798761609907	7.64622973925299	EB
194	V1143_Cyg B	1.344	0.013	0.013	1.324	0.023	0.023	6400	100	100	2.642	0.202	0.202	NA	NA	NA	4.324	0.016	0.016	NA	NA	NA	3.5989162	MS	F	NA	eker14	0.967261904761905	1.73716012084592	1.5625	7.64572293716881	EB
195	V1174_Ori A	1.006	0.013	0.013	1.338	0.011	0.011	4470	120	120	0.641	0.073	0.073	NA	NA	NA	4.188	0.007	0.007	NA	NA	NA	4.8640312	PMS	K	NA	torres10	1.29224652087475	0.822122571001495	2.68456375838926	11.3884555382215	EB
196	V1229_Tau A	2.221	0.027	0.027	1.844	0.037	0.037	10025	620	620	30.832	10.283	10.283	0.06	0.05	0.05	4.253	0.019	0.019	NA	NA	NA	1.2227287	MS	B	NA	eker14	1.21566861773976	2.00650759219089	6.18453865336658	33.3517125064868	EB
197	V1229_Tau B	1.565	0.015	0.015	1.587	0.042	0.042	7262	380	380	6.295	1.74	1.74	0.06	0.05	0.05	4.231	0.024	0.024	NA	NA	NA	3.0338752	MS	F	NA	eker14	0.958466453674121	2.64650283553875	5.23271825943266	27.6409849086577	EB
198	V1430_Aql A	0.957	0.01	0.01	1.101	0.01	0.01	5262	150	150	0.834	0.108	0.108	NA	NA	NA	4.32733729983334	0.00910120622357679	0.00910120622357679	NA	NA	NA	4.3448752	MS	G	NA	eker14	1.04493207941484	0.908265213442325	2.85062713797035	12.9496402877698	EB
